sku,brand,quantity,price,price_if_discounted,pos_in_pg,stock,description,report_time
Sunsilk Freshness Shampoo (Free Sunsilk Conditioner 50 ml),Sunsilk,375 ml,380.0,,31,0,,2023-02-21 12:26:20
Sunsilk Shampoo Freshness,Sunsilk,375 ml,380.0,,32,0,,2023-02-21 12:26:20
Sunsilk Volume Shampoo (Free Sunsilk Conditioner 50 ml),Sunsilk,375 ml,380.0,,33,0,Buy Sunsilk Volume Shampoo 375 ml And Get Sunsilk Conditioner 50 ml Free.,2023-02-21 12:26:21
Sunsilk Hairfall Solution Shampoo (Free Sunsilk Conditioner 50 ml),Sunsilk,350 ml,350.0,,34,0,,2023-02-21 12:26:22
Sunsilk Healthy Growth Shampoo (Free Sunsilk Conditioner 50 ml),Sunsilk,350 ml,380.0,,35,0,,2023-02-21 12:26:23
Closeup Toothpaste Menthol Fresh,Closeup,160 gm,150.0,,1,9,"Do you brush your teeth hurriedly? Do you often forget to use mouthwash or not use it altogether? Are your teeth dull and covered with a yellowish coating of plaque? If your answer to the above questions is yes then Closeup Menthol Fresh Toothpaste is the toothpaste for you. Its unique Active Zinc Mouthwash not only cleans deep corners of your mouth of residual germs it also gives you upto 12 Hours Fresh Breath. It helps your teeth stay strong and healthy thanks to the fluoride in it and its microshine crystals help reduce the yellowing of your teeth. * Upto 12 hours of lasting fresh breath is based on In-vivo study with regular use over 4 weeks. Kill the bacteria that cause bad breath with Closeup menthol Fresh Toothpaste.Bad breath can be caused by the millions of bacteria that live in your mouth. If you don't brush and floss every day, plaque germs can form. Closeup gel toothpaste helps kill the bacteria and helps prevents bad breath. *Dental plaque germs Brushing with Closeup gel toothpaste is one simple step you can incorporate into your daily routine to help keep your mouth healthy, and it can have a positive effect on your oral health. FDI – World Dental Federation recognizes that brushing twice daily with Closeup Menthol Fresh Toothpaste is beneficial to oral health. Buy Now!",2023-02-21 12:26:58
Closeup Toothpaste Fresh Freeze,Closeup,145 gm,120.0,,3,50,"Does your toothpaste give you complete protection? All new closeup Closeup All Around Fresh Multi-benefit Gel Toothpaste Fresh Freeze gel toothpaste takes care of your important oral care needs. [1] it effectively fights up to 99% germs, [2] lifts plaque, [3] prevents cavities, [4] cleans deeply and [5] refreshes your mouth. this comprehensive care toothpaste is all you need to give you all-day whole-mouth protection. Energizing freshness from red hot gel toothpaste how to use: brushing twice with a fluoride toothpaste such as closeup everfresh is beneficial to oral health. so. brush thoroughly. do not swallow. spit out and rinse after use. for children under 6 years old use pea-size amount under supervised brushing to minimize swallowing. in case of intake of fluoride from other sources, consult a dentist or doctor. remember to visit your dentist every 6 months. storage direction: store in a cool and dry place. keep it away from direct heat or sunlight. safety warning: avoid contact with eyes. wash thoroughly with clean water in case of contact. visit your doctor. do not eat / swallow any allergy: in the unlikely event of skin or mouth or gum or teeth irritation stop using and consult a doctor immediately",2023-02-21 12:27:21
Closeup Toothpaste Cool Mint,Closeup,145 gm,120.0,,4,18,"Does your toothpaste give you complete protection? All new closeup Closeup All Around Fresh Multi-benefit Gel Toothpaste Cool Mint gel toothpaste takes care of your important oral care needs. [1] it effectively fights up to 99% germs, [2] lifts plaque, [3] prevents cavities, [4] cleans deeply and [5] refreshes your mouth. this comprehensive care toothpaste is all you need to give you all-day whole-mouth protection. energizing freshness from red hot gel toothpaste how to use: brushing twice with a fluoride toothpaste such as closeup everfresh is beneficial to oral health. so. brush thoroughly. do not swallow. spit out and rinse after use. for children under 6 years old use pea-size amount under supervised brushing to minimize swallowing. in case of intake of fluoride from other sources, consult a dentist or doctor. remember to visit your dentist every 6 months. storage direction: store in a cool and dry place. keep it away from direct heat or sunlight. safety warning: avoid contact with eyes. wash thoroughly with clean water in case of contact. visit your doctor. do not eat / swallow any allergy: in the unlikely event of skin or mouth or gum or teeth irritation stop using and consult a doctor immediately",2023-02-21 12:27:33
Closeup Toothpaste Menthol Fresh,Closeup,100 gm,110.0,,5,13,"Do you brush your teeth hurriedly? Do you often forget to use mouthwash or not use it altogether? Are your teeth dull and covered with a yellowish coating of plaque? If your answer to the above questions is yes then Closeup Red Hot Toothpaste is the toothpaste for you. Its unique Active Zinc Mouthwash not only cleans deep corners of your mouth of residual germs it also gives you upto 12 Hours Fresh Breath. It helps your teeth stay strong and healthy thanks to the fluoride in it and its microshine crystals help reduce the yellowing of your teeth. * Upto 12 hours of lasting fresh breath is based on In-vivo study with regular use over 4 weeks. Kill the bacteria that cause bad breath with Closeup Red Hot Toothpaste. Bad breath can be caused by the millions of bacteria that live in your mouth. If you don't brush and floss every day, plaque germs can form. Closeup gel toothpaste helps kill the bacteria and helps prevents bad breath. *Dental plaque germs Brushing with Closeup gel toothpaste is one simple step you can incorporate into your daily routine to help keep your mouth healthy, and it can have a positive effect on your oral health. FDI – World Dental Federation recognizes that brushing twice daily with Closeup Red Hot Toothpaste is beneficial to oral health. Buy Now! Kill the bacteria that cause bad breath with Closeup Menthol Fresh Toothpaste. Bad breath can be caused by the millions of bacteria that live in your mouth. If you don't brush and floss every day, plaque germs can form. Closeup gel toothpaste helps kill the bacteria and helps prevents bad breath. *Dental plaque germs Brushing with Closeup gel toothpaste is one simple step you can incorporate into your daily routine to help keep your mouth healthy, and it can have a positive effect on your oral health. FDI – World Dental Federation recognizes that brushing twice daily with Closeup Menthol Fresh Toothpaste is beneficial to oral health. Buy Now! 2349 Odonil Air Freshener Block Jasmine Mist 50 gm Odonil Natural Air Fresheners are available in 'Block' formats. Odonil Blocks are small space fragrances which can be used in your bathrooms, home, toilet and cupboards etc. Odonil Natural Air Freshener has nature inspired fragrances which lasts up to 30 days. Odonil Natural Air Freshener comes in a range of four exciting fragrances like Orchid, Rose, Lavender & Jasmine. Odonil Air Freshener has special odour busters that keeps unpleasant smell away. Bring home the nature inspired fragrances from Odonil. With its natural fragrances and exquisite perfumes, Odonil Air Freshener helps you to keep your home smelling fresh and happy.",2023-02-21 12:27:44
Closeup Fresh Breath Combo Pack,Closeup,,420.0,,6,3,,2023-02-21 12:27:49
Closeup Anti Bacterial Nature Boost Mouth Wash,Closeup,300 ml,300.0,,8,46,"Closeup anti-bacterial Nature Boost mouthwash is infused with active zinc formula that has 100% proven action against bacteria for whole mouth protection 24/7*. it reaches all over the mouth and areas that are hard to reach with brushing alone to deliver 24 long lasting fresh breath* and confidence. enjoy the refreshing burst of flavor. How to use: rinse with undiluted 20ml for 30 seconds. gargle & expel. do not swallow the rinse. use twice daily. do not rinse mouth with water or eat or drink 30 minutes post rinse. for best results, use together with closeup toothpaste. Storage direction: store in a cool and dry place. keep it away from direct heat or sunlight. Safety warning: for external use only. not to be swallowed. keep out of reach of children.",2023-02-21 12:28:07
Closeup Toothpaste Red Hot,Closeup,145 gm,110.0,,9,0,"Do you brush your teeth hurriedly? Do you often forget to use mouthwash or not use it altogether? Are your teeth dull and covered with a yellowish coating of plaque? If your answer to the above questions is yes then Closeup Red Hot Toothpaste is the toothpaste for you. Its unique Active Zinc Mouthwash not only cleans deep corners of your mouth of residual germs it also gives you upto 12 Hours Fresh Breath. It helps your teeth stay strong and healthy thanks to the fluoride in it and its microshine crystals help reduce the yellowing of your teeth. * Upto 12 hours of lasting fresh breath is based on In-vivo study with regular use over 4 weeks. Kill the bacteria that cause bad breath with Closeup Red Hot Toothpaste. Bad breath can be caused by the millions of bacteria that live in your mouth. If you don't brush and floss every day, plaque germs can form. Closeup gel toothpaste helps kill the bacteria and helps prevents bad breath. *Dental plaque germs Brushing with Closeup gel toothpaste is one simple step you can incorporate into your daily routine to help keep your mouth healthy, and it can have a positive effect on your oral health. FDI – World Dental Federation recognizes that brushing twice daily with Closeup Red Hot Toothpaste is beneficial to oral health. Buy Now!""Kill the bacteria that cause bad breath with Closeup Red Hot Toothpaste. Bad breath can be caused by the millions of bacteria that live in your mouth. If you don't brush and floss every day, plaque germs can form. Closeup gel toothpaste helps kill the bacteria and helps prevents bad breath. *Dental plaque germs Brushing with Closeup gel toothpaste is one simple step you can incorporate into your daily routine to help keep your mouth healthy, and it can have a positive effect on your oral health. FDI – World Dental Federation recognizes that brushing twice daily with Closeup Red Hot Toothpaste is beneficial to oral health. Buy Now!",2023-02-21 12:28:07
Closeup Toothpaste Red Hot Multipack,Closeup,145 gm,220.0,,10,0,,2023-02-21 12:28:08
Closeup Toothpaste Menthol Fresh Multipack,Closeup,160 gm,260.0,,11,0,2 X Closeup Menthol Fresh Toothpaste 160 gm,2023-02-21 12:28:09
Closeup Toothpaste Menthol Fresh (Free Water Bottle),Closeup,160 gm,120.0,,13,0,,2023-02-21 12:28:09
Closeup Toothpaste White Attraction Natural Smile,Closeup,2 pcs,260.0,,14,0,,2023-02-21 12:28:10
Maltova Health And Nutrition Drink BIB,Maltova,400 gm,400.0,,1,14,"Maltova is the fun health drink, which is extremely tasty because of the chocolate-caramel flavour, and makes nourishment truly enjoyable and exciting. It also has a combination of essential vitamins, minerals and carbohydrates.",2023-02-21 12:28:31
Tresemmé Shampoo Keratin Smooth (Free Keratin Smooth Conditioner 50 ml),Tresemm,580 ml,800.0,,1,79,"Launched in 1947, TRESemmé was named after renowned hair care expert Edna Emmé. Up until the 1950's, TRESemmé was sold only in salons. Today it is available at a shop near you, so that you can have salon style hair at home. For over 60 years, TRESemmé has built a history of success in 13 countries around the world. From its origins in 1947 and salon expertise, TRESemme has been driven by a simple truth: every woman deserves to look & feel fabulous, like she has just stepped out of the salon, everyday. This range has been carefully selected for its advanced formula. Driven by our salon heritage, we work with our stylists to deliver exper solutions from salon quality products without the salon price tag. Our salon inspired products enriched with high quality ingredients help you experience that salon feeling, everyday. Specially formulated with lower sulfates, TRESemme Keratin Smooth Shampoo helps restore keratin and nourishes each strand to leave hair gorgeously straighter, shinier and more manageable. When used together with Keratin Smooth Conditioner, it controls frizz for up to 48 hours and transforms your hair to be gorgeously straighter, more manageable and easy to style. Apply to wet hair, gently massage and work into a lather. For best results use after shampooing with TRESemme Keratin Smooth Shampoo.Start Shopping Now!",2023-02-21 12:29:45
Tresemmé Shampoo Colour Revitalise (Free Stylish Clutch Bag),Tresemm,580 ml,740.0,,2,96,,2023-02-21 12:30:22
Tresemmé Shampoo Keratin Smooth,Tresemm,185 ml,320.0,,3,11,"Origin: Bangladesh Launched in 1947, TRESemmé was named after renowned hair care expert Edna Emmé. Up until the 1950's, TRESemmé was sold only in salons. Today it is available at a shop near you, so that you can have salon style hair at home. For over 60 years, TRESemmé has built a history of success in 13 countries around the world. From its origins in 1947 and salon expertise, TRESemme has been driven by a simple truth: every woman deserves to look & feel fabulous, like she has just stepped out of the salon, everyday. This range has been carefully selected for its advanced formula. Driven by our salon heritage, we work with our stylists to deliver exper solutions from salon quality products without the salon price tag. Our salon inspired products enriched with high quality ingredients help you experience that salon feeling, everyday. Specially formulated with lower sulfates, TRESemme Keratin Smooth Shampoo helps restore keratin and nourishes each strand to leave hair gorgeously straighter, shinier and more manageable. When used together with Keratin Smooth Conditioner, it controls frizz for up to 48 hours and transforms your hair to be gorgeously straighter, more manageable and easy to style. Apply to wet hair, gently massage and work into a lather. For best results use after shampooing with TRESemme Keratin Smooth Shampoo.Start Shopping Now!",2023-02-21 12:30:29
Tresemmé Shampoo Keratin Smooth,Tresemm,340 ml,520.0,280.0,4,6,Country of Origin: Bangladesh.,2023-02-21 12:30:33
Tresemmé Shampoo Hair Fall Defense (Free Keratin Smooth Conditioner 50 ml),Tresemm,580 ml,800.0,,5,1,"TRESemmé Hair Fall Defense Shampoo works best on damaged and breakage-prone hair, helps reinforce hair strength and prevents hair fall due to breakage giving you longer and stronger hair. Enriched with Keratin protein, advance quality ingredients and scientifically constituted formula will leave you with longer, stronger and manageable hair. This range has been carefully selected for its advanced formula, extremely beneficial for damaged hair prone to easy breakage. The Keratin in this hair shampoo helps in strengthening your hair and provides hydration as well as elasticity to your hair. TRESemmé Hair Fall Defense Shampoo is especially formulated for Indian hair and is suitable for use in conjunction with oil treatments. Give your hair a luscious, confident bounce and salon quality smoothness without the salon price tag, buy now to control hair breakage and prevent hair fall happening due to breakage. For best results, use this shampoo along with the TRESemmé Hair Fall Defense Conditioner. *Gives you stronger and smoother hair with less hair fall due to breakage *It targets your most damaged areas *Strengthen and helps restore your hair *Gentle enough for daily use *It reinforces the strength in your hair and prevents hair fall *For longer and stronger hair",2023-02-21 12:30:37
Tresemmé Conditioner Hair Fall Defense,Tresemm,190 ml,300.0,,6,23,Origin: Bangladesh,2023-02-21 12:30:50
Tresemmé Conditioner Botanique Nourish And Replenish,Tresemm,190 ml,300.0,,7,54,"Launched in 1948, TRESemmé was named after renowned hair care expert Edna Emmé. Up until the 1950's, TRESemmé was sold only in salons. Today it is available at a shop near you, so that you can have salon style hair at home. For over 60 years, TRESemmé has built a history of success in 13 countries around the world. From its origins in 1947 and salon expertise, TRESemme has been driven by a simple truth: every woman deserves to look & feel fabulous, like she has just stepped out of the salon, everyday. This range has been carefully selected for its advanced formula. Driven by our salon heritage, we work with our stylists to deliver expert solutions from salon quality products without the salon price tag. Our expertly crafted system is infused with rich botanical blend of olive oil and camelia oil. The system gently cleanses and nourishes hair, leaving hair feeling moisturized and beautifully soft. No parabens. No Dyes. Safe for color-treated hair. Apply to wet hair, gently massage into scalp and work into a lather. Rinse thoroughly. from roots to tips. Work into a lather. Rinse thouroughly. Follow with TRESemme Botanique Nourish & Replenish Conditioner. Start Shopping Now!",2023-02-21 12:31:15
Tresemmé Shampoo Botanique Nourish & Replenish Combo Pack,Tresemm,375 ml,560.0,,8,4,"""This Combo Contains: TRESemmé Botanique Nourish & Replenish Shampoo 190ml X 1 TRESemmé Botanique Nourish & Replenish Conditioner 190ml X 1""",2023-02-21 12:31:20
Tresemmé Shampoo Hair Fall Defense (Free Conditioner 170 ml),Tresemm,580 ml,740.0,,9,0,,2023-02-21 12:31:21
Tresemmé Shampoo Keratin Smooth (Free Conditioner 170 ml),Tresemm,580 ml,740.0,,10,0,,2023-02-21 12:31:21
Tresemmé Shampoo Botanique Nourish and Replenish (Free Conditioner 170 ml),Tresemm,580 ml,740.0,,11,0,,2023-02-21 12:31:22
Tresemmé Shampoo Color Revitalise,Tresemm,580 ml,690.0,,12,0,Country of Origin: Bangladesh.,2023-02-21 12:31:23
Tresemmé Shampoo Hair Fall Defense,Tresemm,185 ml,240.0,,13,0,Origin: Bangladesh,2023-02-21 12:31:23
Tresemmé Shampoo Color Revitalise (Free Tresemmé Keratin Smooth Conditioner 50 ml),Tresemm,580 ml,800.0,,14,52,"Description - It doesn’t take an expensive salon visit to revitalize color-treated hair. For vibrant and long lasting color without the cost, use TRESemmé Color Revitalize Shampoo to restore your radiant color. When you finally find the perfect shade, there’s nothing worse than watching it fade. But listen, those dull days are over. Our TRESemmé Color Revitalize system with Advanced Color Lock Technology helps keep color vibrant for up to 8 weeks. Enriched with nourishing green tea, rosemary and sunflower, our Color Revitalize Shampoo with Advanced Color Lock Technology gently cleanses and conditions to help replenish vital moisture and restore your vibrant color for up to 40 washes, all while keeping every strand soft and manageable. That means you’ll get the best salon qualities without the cost of a salon visit.",2023-02-21 12:31:47
Tresemmé Shampoo Smooth & Shine,Tresemm,425 ml,1045.0,,15,1,,2023-02-21 12:31:51
Tresemmé Shampoo Ultimate Repair,Tresemm,425 ml,1045.0,,16,2,,2023-02-21 12:31:55
Tresemmé Shampoo Botanique Nourish and Replenish,Tresemm,580 ml,800.0,560.0,17,15,,2023-02-21 12:32:06
Tresemmé Shampoo Botanique Nourish and Replenish,Tresemm,185 ml,280.0,,18,2,"Launched in 1948, TRESemmé was named after renowned hair care expert Edna Emmé. Up until the 1950's, TRESemmé was sold only in salons. Today it is available at a shop near you, so that you can have salon style hair at home. For over 60 years, TRESemmé has built a history of success in 13 countries around the world. From its origins in 1947 and salon expertise, TRESemme has been driven by a simple truth: every woman deserves to look & feel fabulous, like she has just stepped out of the salon, everyday. This range has been carefully selected for its advanced formula. Driven by our salon heritage, we work with our stylists to deliver expert solutions from salon quality products without the salon price tag. Our expertly crafted system is infused with rich botanical blend of olive oil and camelia oil. The system gently cleanses and nourishes hair, leaving hair feeling moisturized and beautifully soft. No parabens. No Dyes. Safe for color-treated hair. Apply to wet hair, gently massage into scalp and work into a lather. Rinse thoroughly. from roots to tips. Work into a lather. Rinse thouroughly. Follow with TRESemme Botanique Nourish & Replenish Conditioner. Start Shopping Now!",2023-02-21 12:32:11
Tresemmé Conditioner Keratin Smooth,Tresemm,190 ml,300.0,,19,11,"Launched in 1947, TRESemmé was named after renowned hair care expert Edna Emmé. Up until the 1950's, TRESemmé was sold only in salons. Today it is available at a shop near you, so that you can have salon style hair at home. For over 60 years, TRESemmé has built a history of success in 13 countries around the world. From its origins in 1947 and salon expertise, TRESemme has been driven by a simple truth: every woman deserves to look & feel fabulous, like she has just stepped out of the salon, everyday. This range has been carefully selected for its advanced formula. Driven by our salon heritage, we work with our stylists to deliver exper solutions from salon quality products without the salon price tag. Our salon inspired products enriched with high quality ingredients help you experience that salon feeling, everyday. Specially formulated with lower sulfates, TRESemme Keratin Smooth Shampoo helps restore keratin and nourishes each strand to leave hair gorgeously straighter, shinier and more manageable. When used together with Keratin Smooth Conditioner, it controls frizz for up to 48 hours and transforms your hair to be gorgeously straighter, more manageable and easy to style. Apply to wet hair, gently massage and work into a lather. For best results use after shampooing with TRESemme Keratin Smooth Shampoo.Start Shopping Now!",2023-02-21 12:32:20
Glow & Lovely Body Milk Lotion,Glow & Lovely,200 ml,170.0,,1,2,,2023-02-21 12:36:27
Glow & Lovely Advanced Multi Vitamin Cream,Glow & Lovely,50 gm,175.0,,2,9,,2023-02-21 12:36:54
Glow & Lovely Advanced Multivitamin Cream,Glow & Lovely,100 gm,270.0,,3,2,,2023-02-21 12:37:04
Glow & Lovely Instaglow Facewash with Multivitamins,Glow & Lovely,50 gm,100.0,,4,12,,2023-02-21 12:37:37
Glow & Lovely Face Cream Blemish Balm,Glow & Lovely,40 gm,240.0,,5,39,,2023-02-21 12:38:58
Glow & Lovely Advanced Multi Vitamin Cream,Glow & Lovely,25 gm,95.0,,7,7,,2023-02-21 12:39:19
Glow & Lovely Soap Bar Multani Mati,Glow & Lovely,100 gm,50.0,,8,65,,2023-02-21 12:41:48
Glow & Lovely Face Cream Blemish Balm (Free Makeup Sponge),Glow & Lovely,40 gm,205.0,,9,12,,2023-02-21 12:42:13
Glow & Lovely Winter Glow Face Cream,Glow & Lovely,50 gm,125.0,,11,0,"Powered with multivitamins Get 2 in 1 benefit of Glow + Moisturised soft skin. A daily moisturizer that gives you a 24 hours Moisturised Glow. Infused with Multivitamins B3, C, E, and nourishing moisturizers, this rich formula gets quickly absorbed into the skin to give you soft, supple skin. Use twice daily after cleansing face for best results.",2023-02-21 12:42:15
Glow & Lovely Winter Glow Face Cream,Glow & Lovely,25 gm,70.0,,12,0,,2023-02-21 12:42:16
Glow & Lovely Ayurvedic Care Face Cream,Glow & Lovely,50 gm,125.0,,13,0,,2023-02-21 12:42:18
Glow & Lovely Glowing Skin Soap Bar Multani Mati Multi Pack,Glow & Lovely,100 gm,120.0,,14,0,,2023-02-21 12:42:19
Glow & Lovely Face Cream Blemish Balm,Glow & Lovely,18 gm,110.0,,15,0,,2023-02-21 12:42:21
Lipton Yellow Label Tea Bag 100 pcs (Buy 1 Get 1 Free),Lipton,2 pack,390.0,,1,0,Buy Lipton Yellow Label Tea Bag 100 pcs And Get Lipton Yellow Label Tea Bag 100 pcs Free.,2023-02-21 12:42:41
Lipton Green Lemon Tea Bag 100 pcs,Lipton,150 gm,690.0,,3,50,,2023-02-21 12:42:51
Lipton Yellow Label Black Tea Rich Natural Taste,Lipton,200 gm,490.0,,4,50,,2023-02-21 12:43:01
Lipton Lemon Ice Tea,Lipton,300 ml,160.0,,5,0,,2023-02-21 12:43:02
Lipton Yellow Label Tea Bag,Lipton,100 pcs,390.0,355.0,6,0,Origin: Indonesia.,2023-02-21 12:43:02
Surf Excel Washing Powder,Surf Excel,500 gm,150.0,,1,515,"Surf excel Quick Wash detergent powder, a one stop solution for all your laundry woes.While learning new skills and having fun, children often come home with a variety of stains on their clothes and more so often on their very important uniforms. While you’re happy that they have these new experiences, the stains leave you worried. To fight these difficult stains you end up putting in a lot extra effort and use additional stain removers such as bleach, lemon etc. It’s time you switch to Surf excel Quick Wash detergent powder and say goodbye to long laundry drills and juggling with different stain removal products each day. Surf excel Quick Wash is one of the premium most detergent powders available in India and has X-Tra Clean particles that combine the power of different stain removing products such as lemon and bleach. The superior technology of Surf excel Quick Wash removes a variety of common tough stains like oil, ketchup, chocolate, curry stains, tea etc. With X-tra cleaning particles, it makes for the perfect wash. So go on and order your pack of Surf excel Quick Wash right away and let you kids gets out there, clean, smart and prepared to take on the world and leave the stains to us. Buy Now!",2023-02-21 12:45:44
Surf Excel Washing Powder,Surf Excel,1 kg,290.0,,2,465,"Surf excel Quick Wash detergent powder, a one stop solution for all your laundry woes.While learning new skills and having fun, children often come home with a variety of stains on their clothes and more so often on their very important uniforms. While you’re happy that they have these new experiences, the stains leave you worried. To fight these difficult stains you end up putting in a lot extra effort and use additional stain removers such as bleach, lemon etc. It’s time you switch to Surf excel Quick Wash detergent powder and say goodbye to long laundry drills and juggling with different stain removal products each day. Surf excel Quick Wash is one of the premium most detergent powders available in India and has X-Tra Clean particles that combine the power of different stain removing products such as lemon and bleach. The superior technology of Surf excel Quick Wash removes a variety of common tough stains like oil, ketchup, chocolate, curry stains, tea etc. With X-tra cleaning particles, it makes for the perfect wash. So go on and order your pack of Surf excel Quick Wash right away and let you kids gets out there, clean, smart and prepared to take on the world and leave the stains to us. Buy Now!",2023-02-21 12:47:46
Surf Excel Quick Wash Liquid,Surf Excel,500 ml,160.0,,3,12,,2023-02-21 12:47:51
Surf Excel Quick Wash Liquid,Surf Excel,1 ltr,310.0,,4,9,,2023-02-21 12:47:56
Surf Excel Washing Powder (Free Bucket),Surf Excel,1 kg,230.0,,5,0,,2023-02-21 12:47:57
Surf Excel Matic Liquid Detergent Front Load,Surf Excel,1020 ml,400.0,,7,0,,2023-02-21 12:47:57
Surf Excel Matic Liquid Detergent Top Load,Surf Excel,1020 ml,400.0,,8,0,,2023-02-21 12:47:58
Surf Excel Matic Liquid Detergent Top Load,Surf Excel,500 ml,210.0,,9,0,,2023-02-21 12:47:59
Surf Excel Matic Liquid Detergent Front Load,Surf Excel,500 ml,210.0,,11,0,,2023-02-21 12:47:59
Rin Washing Powder Power Bright,Rin,500 gm,95.0,,1,937,"Rin Washing Powder removes dirt from deep within the cloth fiber, thereby removing dullness from your clothes. Rin Washing Powder comes with Bright Clean Technology, making your clothes look 'Bright like new'. Use 1 or 2 scoops of Rin for a bucket wash & 2 or 3 scoops of Rin for machine wash. Your Rin Washing Powder is suitable for whites as well as coloured clothes. Keep your clothes shining 'Bright like new' with Rin Washing Powder. Rin believes that everyone is talented and it is the lack of opportunities that stand in the way. Rin believes that nothing should come in the way of your progress. Each one of you has the talent and deserves an opportunity to shine. Rin promises to make your clothes whiter and brighter, so that you can get the confidence to stride ahead on your journey to progress. Rin enables the people it serves, shine by giving them brighter cleaner clothes. The brand essence “Dress to Progress” captures the idea that bright clothes can help radiate confidence and open doors to progress.Buy Now!",2023-02-21 13:00:53
Rin Washing Powder Power Bright (Free Box 1 pcs),Rin,1 kg,210.0,,2,1872,,2023-02-21 13:23:34
Rin Washing Liquid,Rin,800 ml,270.0,253.0,3,203,"1) Rin liquid is suitable for bucket wash and it can also be used in washing machine 2) It easily dissolves in water instantly thus reduces effort in doing laundry 3) Only 1 Cap of Rin Liquid is enough to clean one bucket of clothes 4) It provides bright clothes with good, long lasting fragrance 5) With Rin liquid get the brightness that makes you confident to grab every opportunity to progress",2023-02-21 13:25:20
Rin Washing Liquid,Rin,400 ml,135.0,,13,63,"Rin is introducing a revolutionary new Rin liquid that makes your clothes look good as new after every wash. Rin liquid has the combined power of a bar and powder which gives your clothes a dazzling bright shine and a superior fragrance, whether you wash it with hands or in a washing machine. Liquid detergents effectively help remove both the toughest of stains along with everyday dirt.",2023-02-21 13:25:53
Rin Washing Powder Power Bright,Rin,2 kg,360.0,,24,439,"Rin Washing Powder removes dirt from deep within the cloth fiber, thereby removing dullness from your clothes. Rin Washing Powder comes with Bright Clean Technology, making your clothes look 'Bright like new'. Use 1 or 2 scoops of Rin for a bucket wash & 2 or 3 scoops of Rin for machine wash. Your Rin Washing Powder is suitable for whites as well as coloured clothes. Keep your clothes shining 'Bright like new' with Rin Washing Powder. Rin believes that everyone is talented and it is the lack of opportunities that stand in the way. Rin believes that nothing should come in the way of your progress. Each one of you has the talent and deserves an opportunity to shine. Rin promises to make your clothes whiter and brighter, so that you can get the confidence to stride ahead on your journey to progress. Rin enables the people it serves, shine by giving them brighter cleaner clothes. The brand essence “Dress to Progress” captures the idea that bright clothes can help radiate confidence and open doors to progress.Buy Now!",2023-02-21 13:29:42
Rin Washing Powder Power Bright,Rin,1 kg,185.0,,29,0,"Rin Washing Powder removes dirt from deep within the cloth fiber, thereby removing dullness from your clothes. Rin Washing Powder comes with Bright Clean Technology, making your clothes look 'Bright like new'. Use 1 or 2 scoops of Rin for a bucket wash & 2 or 3 scoops of Rin for machine wash. Your Rin Washing Powder is suitable for whites as well as coloured clothes. Keep your clothes shining 'Bright like new' with Rin Washing Powder. Rin believes that everyone is talented and it is the lack of opportunities that stand in the way. Rin believes that nothing should come in the way of your progress. Each one of you has the talent and deserves an opportunity to shine. Rin promises to make your clothes whiter and brighter, so that you can get the confidence to stride ahead on your journey to progress. Rin enables the people it serves, shine by giving them brighter cleaner clothes. The brand essence “Dress to Progress” captures the idea that bright clothes can help radiate confidence and open doors to progress.Buy Now!",2023-02-21 13:29:44
Rin Washing Powder Power Bright (Bucket Free),Rin,2 kg,360.0,,30,0,Buy Rin Washing Powder Power Bright 2 kg Get 10 ltr Bucket Free. Bucket Size: 10 ltr,2023-02-21 13:29:44
